0.000000000000000000e+00,1.179322808379048695e+02,2.358645616758097390e+02,3.537968425137146369e+02,4.717291233516194779e+02,5.896614041895243190e+02,7.075936850274292738e+02,8.255259658653341148e+02,9.434582467032389559e+02,1.061390527541143911e+03,1.179322808379048638e+03,1.297255089216953593e+03,1.415187370054858548e+03,1.533119650892763275e+03,1.651051931730668230e+03,1.768984212568572957e+03,1.886916493406477912e+03,2.004848774244382867e+03,2.122781055082287821e+03,2.240713335920192549e+03
0.000000000000000000e+00,1.147080654799347741e+02,2.294161309598695482e+02,3.441241964398043365e+02,4.588322619197390964e+02,5.735403273996739699e+02,6.882483928796086730e+02,8.029564583595433760e+02,9.176645238394781927e+02,1.032372589319413009e+03,1.147080654799347940e+03,1.261788720279282416e+03,1.376496785759217346e+03,1.491204851239152276e+03,1.605912916719086752e+03,1.720620982199021682e+03,1.835329047678956385e+03,1.950037113158891316e+03,2.064745178638826019e+03,2.179453244118760722e+03
0.000000000000000000e+00,1.231951393947323794e+02,2.463902787894647588e+02,3.695854181841971240e+02,4.927805575789295176e+02,6.159756969736619112e+02,7.391708363683942480e+02,8.623659757631265848e+02,9.855611151578590352e+02,1.108756254552591372e+03,1.231951393947323822e+03,1.355146533342056046e+03,1.478341672736788496e+03,1.601536812131520946e+03,1.724731951526253170e+03,1.847927090920985847e+03,1.971122230315718070e+03,2.094317369710450293e+03,2.217512509105182744e+03,2.340707648499915194e+03
0.000000000000000000e+00,1.303431275622793635e+02,2.606862551245587269e+02,3.910293826868380620e+02,5.213725102491174539e+02,6.517156378113967321e+02,7.820587653736761240e+02,9.124018929359554022e+02,1.042745020498234908e+03,1.173088148060514186e+03,1.303431275622793464e+03,1.433774403185072742e+03,1.564117530747352248e+03,1.694460658309631526e+03,1.824803785871910804e+03,1.955146913434190537e+03,2.085490040996469816e+03,2.215833168558748639e+03,2.346176296121028372e+03,2.476519423683307650e+03
0.000000000000000000e+00,1.056620121876685090e+02,2.113240243753370180e+02,3.169860365630055412e+02,4.226480487506740360e+02,5.283100609383425308e+02,6.339720731260110824e+02,7.396340853136796341e+02,8.452960975013480720e+02,9.509581096890166236e+02,1.056620121876685062e+03,1.162282134064353613e+03,1.267944146252022165e+03,1.373606158439690716e+03,1.479268170627359268e+03,1.584930182815027820e+03,1.690592195002696144e+03,1.796254207190364696e+03,1.901916219378033247e+03,2.007578231565701572e+03
0.000000000000000000e+00,1.210584784498187219e+02,2.421169568996374437e+02,3.631754353494561656e+02,4.842339137992748874e+02,6.052923922490936093e+02,7.263508706989123311e+02,8.474093491487311667e+02,9.684678275985497748e+02,1.089526306048368269e+03,1.210584784498187219e+03,1.331643262948005940e+03,1.452701741397824662e+03,1.573760219847643157e+03,1.694818698297462333e+03,1.815877176747280828e+03,1.936935655197099550e+03,2.057994133646918272e+03,2.179052612096736539e+03,2.300111090546555715e+03
0.000000000000000000e+00,1.186444055666222823e+02,2.372888111332445646e+02,3.559332166998668185e+02,4.745776222664891293e+02,5.932220278331113832e+02,7.118664333997336371e+02,8.305108389663558910e+02,9.491552445329782586e+02,1.067799650099600512e+03,1.186444055666222766e+03,1.305088461232845248e+03,1.423732866799467274e+03,1.542377272366089528e+03,1.661021677932711782e+03,1.779666083499334263e+03,1.898310489065956517e+03,2.016954894632578544e+03,2.135599300199201025e+03,2.254243705765823051e+03
0.000000000000000000e+00,1.261160535631440496e+02,2.522321071262880992e+02,3.783481606894321772e+02,5.044642142525761983e+02,6.305802678157202763e+02,7.566963213788643543e+02,8.828123749420084323e+02,1.008928428505152397e+03,1.135044482068296475e+03,1.261160535631440553e+03,1.387276589194584631e+03,1.513392642757728709e+03,1.639508696320872559e+03,1.765624749884016865e+03,1.891740803447160943e+03,2.017856857010304793e+03,2.143972910573448644e+03,2.270088964136592949e+03,2.396205017699736800e+03
0.000000000000000000e+00,1.215698172501698338e+02,2.431396345003396675e+02,3.647094517505095155e+02,4.862792690006793350e+02,6.078490862508492683e+02,7.294189035010190310e+02,8.509887207511887937e+02,9.725585380013586700e+02,1.094128355251528546e+03,1.215698172501698537e+03,1.337267989751868072e+03,1.458837807002038062e+03,1.580407624252207825e+03,1.701977441502377587e+03,1.823547258752547577e+03,1.945117076002717340e+03,2.066686893252887330e+03,2.188256710503057093e+03,2.309826527753226856e+03
0.000000000000000000e+00,1.140237521531537510e+02,2.280475043063075020e+02,3.420712564594612672e+02,4.560950086126150040e+02,5.701187607657687977e+02,6.841425129189225345e+02,7.981662650720762713e+02,9.121900172252300081e+02,1.026213769378383859e+03,1.140237521531537595e+03,1.254261273684691332e+03,1.368285025837845069e+03,1.482308777990998806e+03,1.596332530144152543e+03,1.710356282297306279e+03,1.824380034450460016e+03,1.938403786603613980e+03,2.052427538756767717e+03,2.166451290909921227e+03
